íj,,,,,,,,àÆãuÇPíöñ⁄,àÆãuÇQíöñ⁄,è¨í|í¨ÇPíöñ⁄,è¨í|í¨ÇQíöñ⁄,âhí¨,âHëÚÇPíöñ⁄,âHëÚÇQíöñ⁄,âHëÚÇRíöñ⁄,ñLã è„ÇPíöñ⁄,ñLã è„ÇQíöñ⁄,ñLã íÜÇPíöñ⁄,ñLã íÜÇQíöñ⁄,ñLã íÜÇRíöñ⁄,ñLã íÜÇSíöñ⁄,ñLã ìÏÇPíöñ⁄,ñLã ìÏÇQíöñ⁄,ñLã ìÏÇRíöñ⁄,ñLã ñkÇPíöñ⁄,ñLã ñkÇQíöñ⁄,ñLã ñkÇRíöñ⁄,ñLã ñkÇSíöñ⁄,ñLã ñkÇTíöñ⁄,ñLã ñkÇUíöñ⁄,íÜë∫ÇPíöñ⁄,íÜë∫ÇQíöñ⁄,íÜë∫ÇRíöñ⁄,íÜë∫ìÏÇPíöñ⁄,íÜë∫ìÏÇQíöñ⁄,íÜë∫ìÏÇRíöñ⁄,íÜë∫ñkÇPíöñ⁄,íÜë∫ñkÇQíöñ⁄,íÜë∫ñkÇRíöñ⁄,íÜë∫ñkÇSíöñ⁄,ç˜ë‰ÇPíöñ⁄,ç˜ë‰ÇQíöñ⁄,ç˜ë‰ÇRíöñ⁄,ç˜ë‰ÇSíöñ⁄,ç˜ë‰ÇTíöñ⁄,ç˜ë‰ÇUíöñ⁄,ó˚înÇPíöñ⁄,ó˚înÇQíöñ⁄,ó˚înÇRíöñ⁄,ó˚înÇSíöñ⁄,å¸éRÇPíöñ⁄,å¸éRÇQíöñ⁄,å¸éRÇRíöñ⁄,å¸éRÇSíöñ⁄,ä—à‰ÇPíöñ⁄,ä—à‰ÇQíöñ⁄,ä—à‰ÇRíöñ⁄,ä—à‰ÇSíöñ⁄,ä—à‰ÇTíöñ⁄,ã—ÇPíöñ⁄,ã—ÇQíöñ⁄,ïXêÏë‰ÇPíöñ⁄,ïXêÏë‰ÇQíöñ⁄,ïXêÏë‰ÇRíöñ⁄,ïXêÏë‰ÇSíöñ⁄,ïΩòaë‰ÇPíöñ⁄,ïΩòaë‰ÇQíöñ⁄,ïΩòaë‰ÇRíöñ⁄,ïΩòaë‰ÇSíöñ⁄,ëÅã{ÇPíöñ⁄,ëÅã{ÇQíöñ⁄,ëÅã{ÇRíöñ⁄,ëÅã{ÇSíöñ⁄,ètì˙í¨ÇPíöñ⁄,ètì˙í¨ÇQíöñ⁄,ètì˙í¨ÇRíöñ⁄,ètì˙í¨ÇSíöñ⁄,ètì˙í¨ÇTíöñ⁄,ètì˙í¨ÇUíöñ⁄,çÇèºÇPíöñ⁄,çÇèºÇQíöñ⁄,çÇèºÇRíöñ⁄,çÇèºÇSíöñ⁄,çÇèºÇTíöñ⁄,çÇèºÇUíöñ⁄,ñkí¨ÇPíöñ⁄,ñkí¨ÇQíöñ⁄,ñkí¨ÇRíöñ⁄,ñkí¨ÇSíöñ⁄,ñkí¨ÇTíöñ⁄,ñkí¨ÇUíöñ⁄,ñkí¨ÇVíöñ⁄,ñkí¨ÇWíöñ⁄,ìcïøÇPíöñ⁄,ìcïøÇQíöñ⁄,ìcïøÇRíöñ⁄,ìcïøÇSíöñ⁄,ìcïøÇTíöñ⁄,åıÇ™ãuÇPíöñ⁄,åıÇ™ãuÇQíöñ⁄,åıÇ™ãuÇRíöñ⁄,åıÇ™ãuÇSíöñ⁄,åıÇ™ãuÇTíöñ⁄,åıÇ™ãuÇUíöñ⁄,åıÇ™ãuÇVíöñ⁄,àÆí¨ÇPíöñ⁄,àÆí¨ÇQíöñ⁄,àÆí¨ÇRíöñ⁄,ìyéxìcÇPíöñ⁄,ìyéxìcÇQíöñ⁄,ìyéxìcÇRíöñ⁄,ìyéxìcÇSíöñ⁄,ïxémå©ë‰ÇPíöñ⁄,ïxémå©ë‰ÇQíöñ⁄,ïxémå©ë‰ÇRíöñ⁄,ïxémå©ë‰ÇSíöñ⁄,ìÏìcíÜÇPíöñ⁄,ìÏìcíÜÇQíöñ⁄,ìÏìcíÜÇRíöñ⁄,ìÏìcíÜÇSíöñ⁄,ìÏìcíÜÇTíöñ⁄,çÇñÏë‰ÇPíöñ⁄,çÇñÏë‰ÇQíöñ⁄,çÇñÏë‰ÇRíöñ⁄,çÇñÏë‰ÇSíöñ⁄,çÇñÏë‰ÇTíöñ⁄,íJå¥ÇPíöñ⁄,íJå¥ÇQíöñ⁄,íJå¥ÇRíöñ⁄,íJå¥ÇSíöñ⁄,íJå¥ÇTíöñ⁄,íJå¥ÇUíöñ⁄,éOå¥ë‰ÇPíöñ⁄,éOå¥ë‰ÇQíöñ⁄,éOå¥ë‰ÇRíöñ⁄,êŒê_à‰í¨ÇPíöñ⁄,êŒê_à‰í¨ÇQíöñ⁄,êŒê_à‰í¨ÇRíöñ⁄,êŒê_à‰í¨ÇSíöñ⁄,êŒê_à‰í¨ÇTíöñ⁄,êŒê_à‰í¨ÇUíöñ⁄,êŒê_à‰í¨ÇVíöñ⁄,êŒê_à‰í¨ÇWíöñ⁄,êŒê_à‰ë‰ÇPíöñ⁄,êŒê_à‰ë‰ÇQíöñ⁄,êŒê_à‰ë‰ÇRíöñ⁄,êŒê_à‰ë‰ÇSíöñ⁄,êŒê_à‰ë‰ÇTíöñ⁄,êŒê_à‰ë‰ÇUíöñ⁄,êŒê_à‰ë‰ÇVíöñ⁄,êŒê_à‰ë‰ÇWíöñ⁄,â∫êŒê_à‰ÇPíöñ⁄,â∫êŒê_à‰ÇQíöñ⁄,â∫êŒê_à‰ÇRíöñ⁄,â∫êŒê_à‰ÇSíöñ⁄,â∫êŒê_à‰ÇTíöñ⁄,â∫êŒê_à‰ÇUíöñ⁄,ìåëÂêÚÇPíöñ⁄,ìåëÂêÚÇQíöñ⁄,ìåëÂêÚÇRíöñ⁄,ìåëÂêÚÇSíöñ⁄,ìåëÂêÚÇTíöñ⁄,ìåëÂêÚÇUíöñ⁄,ìåëÂêÚÇVíöñ⁄,êºëÂêÚÇPíöñ⁄,êºëÂêÚÇQíöñ⁄,êºëÂêÚÇRíöñ⁄,êºëÂêÚÇSíöñ⁄,êºëÂêÚÇTíöñ⁄,êºëÂêÚÇUíöñ⁄,ìÏëÂêÚÇPíöñ⁄,ìÏëÂêÚÇQíöñ⁄,ìÏëÂêÚÇRíöñ⁄,ìÏëÂêÚÇSíöñ⁄,ìÏëÂêÚÇTíöñ⁄,ìÏëÂêÚÇUíöñ⁄,ëÂêÚí¨ÇPíöñ⁄,ëÂêÚí¨ÇQíöñ⁄,ëÂêÚí¨ÇRíöñ⁄,ëÂêÚí¨ÇSíöñ⁄,ëÂêÚí¨ÇTíöñ⁄,ëÂêÚí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇPíöñ⁄,ëÂêÚäwâÄí¨ÇQíöñ⁄,ëÂêÚäwâÄí¨ÇRíöñ⁄,ëÂêÚäwâÄí¨ÇSíöñ⁄,ëÂêÚäwâÄí¨ÇTíöñ⁄,ëÂêÚäwâÄí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇVíöñ⁄,ëÂêÚäwâÄí¨ÇWíöñ⁄,ëÂêÚäwâÄí¨ÇXíöñ⁄,ä÷í¨ñkÇPíöñ⁄,ä÷í¨ñkÇQíöñ⁄,ä÷í¨ñkÇRíöñ⁄,ä÷í¨ñkÇSíöñ⁄,ä÷í¨ñkÇTíöñ⁄,ä÷í¨ìÏÇPíöñ⁄,ä÷í¨ìÏÇQíöñ⁄,ä÷í¨ìÏÇRíöñ⁄,ä÷í¨ìÏÇSíöñ⁄,è„êŒê_à‰ìÏí¨,óßñÏí¨,è„êŒê_à‰ÇPíöñ⁄,è„êŒê_à‰ÇQíöñ⁄,è„êŒê_à‰ÇRíöñ⁄,è„êŒê_à‰ÇSíöñ⁄,ä÷í¨ìåÇPíöñ⁄,ä÷í¨ìåÇQíöñ⁄,êºëÂêÚí¨
135,,20,12,-,,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,,19,12,-,,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,,18,12,-,,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,,17,12,-,,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,,16,12,-,,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,,15,12,-,,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
èó,,,,,,,,àÆãuÇPíöñ⁄,àÆãuÇQíöñ⁄,è¨í|í¨ÇPíöñ⁄,è¨í|í¨ÇQíöñ⁄,âhí¨,âHëÚÇPíöñ⁄,âHëÚÇQíöñ⁄,âHëÚÇRíöñ⁄,ñLã è„ÇPíöñ⁄,ñLã è„ÇQíöñ⁄,ñLã íÜÇPíöñ⁄,ñLã íÜÇQíöñ⁄,ñLã íÜÇRíöñ⁄,ñLã íÜÇSíöñ⁄,ñLã ìÏÇPíöñ⁄,ñLã ìÏÇQíöñ⁄,ñLã ìÏÇRíöñ⁄,ñLã ñkÇPíöñ⁄,ñLã ñkÇQíöñ⁄,ñLã ñkÇRíöñ⁄,ñLã ñkÇSíöñ⁄,ñLã ñkÇTíöñ⁄,ñLã ñkÇUíöñ⁄,íÜë∫ÇPíöñ⁄,íÜë∫ÇQíöñ⁄,íÜë∫ÇRíöñ⁄,íÜë∫ìÏÇPíöñ⁄,íÜë∫ìÏÇQíöñ⁄,íÜë∫ìÏÇRíöñ⁄,íÜë∫ñkÇPíöñ⁄,íÜë∫ñkÇQíöñ⁄,íÜë∫ñkÇRíöñ⁄,íÜë∫ñkÇSíöñ⁄,ç˜ë‰ÇPíöñ⁄,ç˜ë‰ÇQíöñ⁄,ç˜ë‰ÇRíöñ⁄,ç˜ë‰ÇSíöñ⁄,ç˜ë‰ÇTíöñ⁄,ç˜ë‰ÇUíöñ⁄,ó˚înÇPíöñ⁄,ó˚înÇQíöñ⁄,ó˚înÇRíöñ⁄,ó˚înÇSíöñ⁄,å¸éRÇPíöñ⁄,å¸éRÇQíöñ⁄,å¸éRÇRíöñ⁄,å¸éRÇSíöñ⁄,ä—à‰ÇPíöñ⁄,ä—à‰ÇQíöñ⁄,ä—à‰ÇRíöñ⁄,ä—à‰ÇSíöñ⁄,ä—à‰ÇTíöñ⁄,ã—ÇPíöñ⁄,ã—ÇQíöñ⁄,ïXêÏë‰ÇPíöñ⁄,ïXêÏë‰ÇQíöñ⁄,ïXêÏë‰ÇRíöñ⁄,ïXêÏë‰ÇSíöñ⁄,ïΩòaë‰ÇPíöñ⁄,ïΩòaë‰ÇQíöñ⁄,ïΩòaë‰ÇRíöñ⁄,ïΩòaë‰ÇSíöñ⁄,ëÅã{ÇPíöñ⁄,ëÅã{ÇQíöñ⁄,ëÅã{ÇRíöñ⁄,ëÅã{ÇSíöñ⁄,ètì˙í¨ÇPíöñ⁄,ètì˙í¨ÇQíöñ⁄,ètì˙í¨ÇRíöñ⁄,ètì˙í¨ÇSíöñ⁄,ètì˙í¨ÇTíöñ⁄,ètì˙í¨ÇUíöñ⁄,çÇèºÇPíöñ⁄,çÇèºÇQíöñ⁄,çÇèºÇRíöñ⁄,çÇèºÇSíöñ⁄,çÇèºÇTíöñ⁄,çÇèºÇUíöñ⁄,ñkí¨ÇPíöñ⁄,ñkí¨ÇQíöñ⁄,ñkí¨ÇRíöñ⁄,ñkí¨ÇSíöñ⁄,ñkí¨ÇTíöñ⁄,ñkí¨ÇUíöñ⁄,ñkí¨ÇVíöñ⁄,ñkí¨ÇWíöñ⁄,ìcïøÇPíöñ⁄,ìcïøÇQíöñ⁄,ìcïøÇRíöñ⁄,ìcïøÇSíöñ⁄,ìcïøÇTíöñ⁄,åıÇ™ãuÇPíöñ⁄,åıÇ™ãuÇQíöñ⁄,åıÇ™ãuÇRíöñ⁄,åıÇ™ãuÇSíöñ⁄,åıÇ™ãuÇTíöñ⁄,åıÇ™ãuÇUíöñ⁄,åıÇ™ãuÇVíöñ⁄,àÆí¨ÇPíöñ⁄,àÆí¨ÇQíöñ⁄,àÆí¨ÇRíöñ⁄,ìyéxìcÇPíöñ⁄,ìyéxìcÇQíöñ⁄,ìyéxìcÇRíöñ⁄,ìyéxìcÇSíöñ⁄,ïxémå©ë‰ÇPíöñ⁄,ïxémå©ë‰ÇQíöñ⁄,ïxémå©ë‰ÇRíöñ⁄,ïxémå©ë‰ÇSíöñ⁄,ìÏìcíÜÇPíöñ⁄,ìÏìcíÜÇQíöñ⁄,ìÏìcíÜÇRíöñ⁄,ìÏìcíÜÇSíöñ⁄,ìÏìcíÜÇTíöñ⁄,çÇñÏë‰ÇPíöñ⁄,çÇñÏë‰ÇQíöñ⁄,çÇñÏë‰ÇRíöñ⁄,çÇñÏë‰ÇSíöñ⁄,çÇñÏë‰ÇTíöñ⁄,íJå¥ÇPíöñ⁄,íJå¥ÇQíöñ⁄,íJå¥ÇRíöñ⁄,íJå¥ÇSíöñ⁄,íJå¥ÇTíöñ⁄,íJå¥ÇUíöñ⁄,éOå¥ë‰ÇPíöñ⁄,éOå¥ë‰ÇQíöñ⁄,éOå¥ë‰ÇRíöñ⁄,êŒê_à‰í¨ÇPíöñ⁄,êŒê_à‰í¨ÇQíöñ⁄,êŒê_à‰í¨ÇRíöñ⁄,êŒê_à‰í¨ÇSíöñ⁄,êŒê_à‰í¨ÇTíöñ⁄,êŒê_à‰í¨ÇUíöñ⁄,êŒê_à‰í¨ÇVíöñ⁄,êŒê_à‰í¨ÇWíöñ⁄,êŒê_à‰ë‰ÇPíöñ⁄,êŒê_à‰ë‰ÇQíöñ⁄,êŒê_à‰ë‰ÇRíöñ⁄,êŒê_à‰ë‰ÇSíöñ⁄,êŒê_à‰ë‰ÇTíöñ⁄,êŒê_à‰ë‰ÇUíöñ⁄,êŒê_à‰ë‰ÇVíöñ⁄,êŒê_à‰ë‰ÇWíöñ⁄,â∫êŒê_à‰ÇPíöñ⁄,â∫êŒê_à‰ÇQíöñ⁄,â∫êŒê_à‰ÇRíöñ⁄,â∫êŒê_à‰ÇSíöñ⁄,â∫êŒê_à‰ÇTíöñ⁄,â∫êŒê_à‰ÇUíöñ⁄,ìåëÂêÚÇPíöñ⁄,ìåëÂêÚÇQíöñ⁄,ìåëÂêÚÇRíöñ⁄,ìåëÂêÚÇSíöñ⁄,ìåëÂêÚÇTíöñ⁄,ìåëÂêÚÇUíöñ⁄,ìåëÂêÚÇVíöñ⁄,êºëÂêÚÇPíöñ⁄,êºëÂêÚÇQíöñ⁄,êºëÂêÚÇRíöñ⁄,êºëÂêÚÇSíöñ⁄,êºëÂêÚÇTíöñ⁄,êºëÂêÚÇUíöñ⁄,ìÏëÂêÚÇPíöñ⁄,ìÏëÂêÚÇQíöñ⁄,ìÏëÂêÚÇRíöñ⁄,ìÏëÂêÚÇSíöñ⁄,ìÏëÂêÚÇTíöñ⁄,ìÏëÂêÚÇUíöñ⁄,ëÂêÚí¨ÇPíöñ⁄,ëÂêÚí¨ÇQíöñ⁄,ëÂêÚí¨ÇRíöñ⁄,ëÂêÚí¨ÇSíöñ⁄,ëÂêÚí¨ÇTíöñ⁄,ëÂêÚí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇPíöñ⁄,ëÂêÚäwâÄí¨ÇQíöñ⁄,ëÂêÚäwâÄí¨ÇRíöñ⁄,ëÂêÚäwâÄí¨ÇSíöñ⁄,ëÂêÚäwâÄí¨ÇTíöñ⁄,ëÂêÚäwâÄí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇVíöñ⁄,ëÂêÚäwâÄí¨ÇWíöñ⁄,ëÂêÚäwâÄí¨ÇXíöñ⁄,ä÷í¨ñkÇPíöñ⁄,ä÷í¨ñkÇQíöñ⁄,ä÷í¨ñkÇRíöñ⁄,ä÷í¨ñkÇSíöñ⁄,ä÷í¨ñkÇTíöñ⁄,ä÷í¨ìÏÇPíöñ⁄,ä÷í¨ìÏÇQíöñ⁄,ä÷í¨ìÏÇRíöñ⁄,ä÷í¨ìÏÇSíöñ⁄,è„êŒê_à‰ìÏí¨,óßñÏí¨,è„êŒê_à‰ÇPíöñ⁄,è„êŒê_à‰ÇQíöñ⁄,è„êŒê_à‰ÇRíöñ⁄,è„êŒê_à‰ÇSíöñ⁄,ä÷í¨ìåÇPíöñ⁄,ä÷í¨ìåÇQíöñ⁄,êºëÂêÚí¨
0,R,4,12,-,R,4,1,12,3,27,19,11,3,20,9,9,13,9,10,9,15,1,4,14,10,6,5,16,18,9,4,13,17,14,8,8,11,9,5,10,9,14,8,6,10,14,12,8,9,8,2,9,12,10,20,27,14,18,8,13,9,0,12,22,7,10,5,19,11,13,11,15,19,17,11,17,9,23,28,17,10,17,9,9,17,8,44,12,0,7,8,10,13,16,24,28,33,18,4,14,27,0,8,0,12,9,15,13,19,15,13,15,14,5,11,17,5,6,5,10,4,6,9,5,7,14,12,5,9,5,15,5,16,5,7,7,31,13,12,3,6,11,8,5,15,20,17,9,9,7,17,5,11,5,10,10,11,15,26,19,9,15,25,13,19,6,12,12,15,11,16,12,22,30,18,9,14,6,5,5,7,8,12,22,12,11,8,10,11,10,0,8,9,5,18,10,10,9,19,30,5,7,11,14,7,26,12,0,0
1,,3,12,-,,3,1,7,7,23,18,6,3,9,7,7,5,6,11,15,12,6,3,17,11,11,5,7,11,19,5,17,17,17,8,14,20,15,5,11,9,18,7,11,18,5,12,10,19,16,7,6,7,17,19,21,13,18,10,10,13,0,15,20,16,8,9,27,10,18,23,18,21,17,10,16,12,19,21,19,15,16,8,12,21,13,33,19,0,10,14,12,15,17,28,20,35,14,3,10,21,0,5,1,22,11,16,6,14,23,25,12,12,8,15,14,15,4,11,13,6,15,26,7,7,13,10,3,8,5,17,4,16,8,14,6,23,11,8,7,12,13,14,7,17,19,17,3,14,8,12,12,8,6,9,9,16,14,20,15,8,18,26,11,12,7,9,13,15,16,20,13,21,18,18,6,15,10,6,9,7,7,5,14,10,10,12,14,10,14,0,14,15,9,22,22,5,15,21,35,8,16,13,10,9,25,13,1,0
2,,2,12,-,,2,1,15,2,11,17,3,5,9,4,7,11,4,6,11,18,8,4,31,6,6,9,10,12,8,11,14,10,14,13,15,9,15,6,10,15,15,15,7,15,8,16,8,15,12,0,9,5,9,18,19,17,19,21,10,17,0,5,15,10,5,8,25,17,15,15,20,24,14,16,15,19,18,21,12,11,14,17,9,12,11,44,21,0,5,14,7,14,21,22,24,37,22,5,19,36,0,13,2,22,19,17,9,12,19,18,16,6,9,12,16,7,4,8,11,3,13,13,9,9,12,9,6,5,10,13,4,14,7,7,6,16,11,14,6,13,17,14,7,15,17,31,16,8,12,8,8,7,13,6,9,19,17,32,18,8,22,28,24,20,5,15,11,17,10,15,16,20,21,23,7,16,10,13,4,11,17,12,13,13,16,14,20,13,12,0,5,12,9,10,14,12,11,25,26,9,15,16,15,11,15,12,1,0
3,,1,12,-,H,31,1,11,5,20,13,11,4,11,8,5,10,14,10,10,13,6,7,13,5,8,11,13,19,15,4,15,16,13,11,9,6,13,5,16,12,17,12,12,16,12,11,9,13,11,4,11,8,21,24,15,19,15,11,6,6,0,14,14,15,12,12,10,15,22,12,18,14,14,13,13,11,18,20,17,10,22,13,11,14,12,30,16,0,8,9,8,13,17,33,21,29,21,4,12,30,0,13,2,20,14,11,17,16,16,20,15,6,8,19,27,7,9,6,9,6,10,14,7,5,14,12,4,10,10,24,7,26,9,11,10,12,11,11,13,5,16,19,4,22,16,36,13,11,18,15,10,6,11,11,7,14,11,26,10,10,18,33,16,15,12,17,18,16,17,23,16,20,23,14,8,13,15,11,10,6,7,9,16,15,16,14,15,9,16,0,4,16,5,16,20,12,11,25,34,8,18,15,17,6,18,12,6,0
4,H,30,12,-,,30,1,14,7,24,12,7,2,13,9,3,11,2,11,11,16,5,10,18,5,5,5,7,11,15,7,16,11,17,12,14,20,9,5,8,9,13,17,9,10,11,10,4,21,10,0,15,9,18,21,14,16,18,20,19,16,1,18,16,11,17,6,18,5,22,18,17,20,21,8,14,10,26,22,13,19,17,18,12,17,15,43,9,0,8,7,10,13,18,22,25,32,22,6,15,28,0,15,6,20,16,23,7,20,36,18,15,5,9,17,23,11,9,9,11,5,22,11,7,15,14,10,8,9,8,15,10,22,16,13,11,19,8,18,9,16,14,18,3,15,20,25,11,18,14,21,4,11,9,12,11,19,26,35,21,8,17,26,21,15,8,14,15,19,14,21,22,18,34,18,9,19,12,14,12,8,4,9,13,14,16,14,19,15,21,0,7,8,17,17,14,10,12,33,33,6,17,14,10,8,16,14,2,0
5,,29,12,-,,29,1,13,4,13,17,13,4,10,6,8,11,14,13,12,15,8,12,18,2,5,9,11,9,12,10,12,19,19,9,10,22,15,3,8,14,17,19,16,14,12,8,8,8,7,5,15,4,21,25,11,11,16,11,11,14,0,20,14,17,11,11,17,14,17,11,13,24,17,19,13,22,16,24,17,15,16,15,10,13,18,49,13,0,9,12,8,5,17,25,35,31,19,8,13,30,0,11,8,21,21,19,12,11,16,22,14,8,12,15,22,12,3,8,13,10,11,14,10,14,15,13,7,8,10,20,5,23,7,10,11,17,13,15,9,14,6,18,7,23,18,28,21,15,11,11,15,5,8,15,8,10,11,25,13,13,17,30,17,11,12,14,26,19,15,15,21,15,25,15,5,21,21,6,13,10,12,15,21,15,17,21,15,18,14,0,9,7,15,14,29,5,15,27,37,6,26,18,9,12,25,17,2,1
6,,28,12,-,,28,1,11,2,21,15,20,4,14,13,10,17,6,8,5,13,10,12,23,7,8,6,8,8,15,9,15,19,21,11,11,14,10,4,12,12,17,16,13,11,17,15,11,9,12,3,12,6,18,18,11,15,9,9,16,11,2,16,9,14,10,12,21,12,19,15,27,18,16,14,11,13,23,26,10,6,16,14,17,14,10,50,5,0,5,7,10,11,24,20,26,42,17,5,20,32,0,15,4,26,17,24,7,21,26,30,22,9,5,11,15,19,6,14,9,5,13,15,12,14,21,17,10,9,10,25,12,19,10,14,7,16,7,16,9,10,18,21,4,25,25,25,22,13,6,13,15,19,11,12,13,16,24,28,10,13,10,26,18,12,18,14,14,17,19,25,22,22,21,15,7,17,13,15,20,10,8,20,19,22,9,31,20,22,7,0,10,16,10,24,22,13,19,23,40,7,21,15,15,9,22,12,1,0
7,,27,12,-,,27,1,5,4,20,13,15,2,10,11,5,10,4,8,7,15,8,8,17,9,6,7,12,8,17,17,13,16,23,15,14,15,9,4,4,14,18,8,8,17,18,6,16,13,14,9,20,14,17,27,17,12,18,11,15,9,0,19,17,6,22,12,27,14,21,16,22,21,22,12,14,19,17,27,18,10,18,10,16,14,16,24,12,0,11,7,9,5,24,28,17,37,23,9,15,36,0,17,5,28,24,13,13,20,21,15,15,23,20,8,10,10,7,13,13,10,10,10,10,17,12,9,5,15,10,23,8,17,5,8,10,31,12,12,6,24,31,17,7,15,15,17,22,11,8,15,8,17,8,12,11,21,28,14,26,14,22,27,19,16,15,20,15,13,17,14,17,22,20,17,6,25,10,9,18,11,11,12,14,12,24,17,22,20,20,0,6,14,16,9,23,7,20,23,36,2,22,16,20,17,22,12,4,1
